ENSAPET00000000592.1 ENSAPEG00000000464.1
ENSAPET00000028491.1 ENSAPEG00000019706.1
ENSAPET00000028490.1 ENSAPEG00000019707.1
ENSAPET00000028489.1 ENSAPEG00000019708.1
ENSAPET00000028493.1 ENSAPEG00000019709.1
ENSAPET00000028522.1 ENSAPEG00000019710.1
ENSAPET00000028548.1 ENSAPEG00000019711.1
ENSAPET00000028496.1 ENSAPEG00000019712.1
ENSAPET00000028520.1 ENSAPEG00000019713.1
ENSAPET00000028541.1 ENSAPEG00000019713.1
ENSAPET00000028495.1 ENSAPEG00000019714.1
ENSAPET00000028517.1 ENSAPEG00000019716.1
ENSAPET00000028497.1 ENSAPEG00000019717.1
ENSAPET00000028692.1 ENSAPEG00000019718.1
ENSAPET00000028513.1 ENSAPEG00000019719.1
ENSAPET00000028596.1 ENSAPEG00000019720.1
ENSAPET00000028612.1 ENSAPEG00000019720.1
ENSAPET00000028634.1 ENSAPEG00000019720.1
ENSAPET00000028500.1 ENSAPEG00000019721.1
ENSAPET00000028543.1 ENSAPEG00000019722.1
ENSAPET00000028556.1 ENSAPEG00000019722.1
ENSAPET00000028498.1 ENSAPEG00000019723.1
ENSAPET00000028511.1 ENSAPEG00000019723.1
ENSAPET00000028561.1 ENSAPEG00000019723.1
ENSAPET00000028574.1 ENSAPEG00000019724.1
ENSAPET00000028675.1 ENSAPEG00000019725.1
ENSAPET00000028703.1 ENSAPEG00000019725.1
ENSAPET00000028716.1 ENSAPEG00000019725.1
ENSAPET00000028504.1 ENSAPEG00000019726.1
ENSAPET00000028534.1 ENSAPEG00000019727.1
ENSAPET00000028512.1 ENSAPEG00000019728.1
ENSAPET00000028510.1 ENSAPEG00000019729.1
ENSAPET00000028529.1 ENSAPEG00000019730.1
ENSAPET00000028519.1 ENSAPEG00000019731.1
ENSAPET00000028539.1 ENSAPEG00000019732.1
ENSAPET00000028523.1 ENSAPEG00000019733.1
ENSAPET00000028537.1 ENSAPEG00000019733.1
ENSAPET00000028553.1 ENSAPEG00000019733.1
ENSAPET00000028570.1 ENSAPEG00000019733.1
ENSAPET00000028525.1 ENSAPEG00000019734.1
ENSAPET00000028527.1 ENSAPEG00000019736.1
ENSAPET00000028602.1 ENSAPEG00000019737.1
ENSAPET00000028546.1 ENSAPEG00000019738.1
ENSAPET00000028555.1 ENSAPEG00000019739.1
ENSAPET00000028584.1 ENSAPEG00000019739.1
ENSAPET00000028649.1 ENSAPEG00000019740.1
ENSAPET00000028751.1 ENSAPEG00000019741.1
ENSAPET00000028844.1 ENSAPEG00000019741.1
ENSAPET00000028964.1 ENSAPEG00000019741.1
ENSAPET00000028565.1 ENSAPEG00000019742.1
ENSAPET00000028585.1 ENSAPEG00000019742.1
ENSAPET00000028542.1 ENSAPEG00000019743.1
ENSAPET00000028544.1 ENSAPEG00000019744.1
ENSAPET00000028536.1 ENSAPEG00000019745.1
ENSAPET00000028568.1 ENSAPEG00000019745.1
ENSAPET00000028538.1 ENSAPEG00000019746.1
ENSAPET00000028549.1 ENSAPEG00000019746.1
ENSAPET00000028567.1 ENSAPEG00000019747.1
ENSAPET00000028547.1 ENSAPEG00000019748.1
ENSAPET00000028552.1 ENSAPEG00000019749.1
ENSAPET00000028566.1 ENSAPEG00000019750.1
ENSAPET00000028712.1 ENSAPEG00000019751.1
ENSAPET00000028825.1 ENSAPEG00000019751.1
ENSAPET00000028869.1 ENSAPEG00000019751.1
ENSAPET00000028912.1 ENSAPEG00000019751.1
ENSAPET00000028953.1 ENSAPEG00000019751.1
ENSAPET00000028989.1 ENSAPEG00000019751.1
ENSAPET00000029001.1 ENSAPEG00000019751.1
ENSAPET00000029051.1 ENSAPEG00000019751.1
ENSAPET00000028636.1 ENSAPEG00000019752.1
ENSAPET00000028689.1 ENSAPEG00000019752.1
ENSAPET00000028747.1 ENSAPEG00000019752.1
ENSAPET00000028599.1 ENSAPEG00000019753.1
ENSAPET00000028571.1 ENSAPEG00000019754.1
ENSAPET00000028569.1 ENSAPEG00000019755.1
ENSAPET00000028594.1 ENSAPEG00000019755.1
ENSAPET00000028559.1 ENSAPEG00000019756.1
ENSAPET00000028587.1 ENSAPEG00000019757.1
ENSAPET00000028575.1 ENSAPEG00000019758.1
ENSAPET00000028595.1 ENSAPEG00000019758.1
ENSAPET00000028558.1 ENSAPEG00000019759.1
ENSAPET00000028572.1 ENSAPEG00000019759.1
ENSAPET00000028624.1 ENSAPEG00000019760.1
ENSAPET00000028588.1 ENSAPEG00000019761.1
ENSAPET00000028609.1 ENSAPEG00000019761.1
ENSAPET00000028578.1 ENSAPEG00000019762.1
ENSAPET00000028800.1 ENSAPEG00000019763.1
ENSAPET00000028563.1 ENSAPEG00000019764.1
ENSAPET00000028573.1 ENSAPEG00000019765.1
ENSAPET00000028580.1 ENSAPEG00000019765.1
ENSAPET00000028582.1 ENSAPEG00000019766.1
ENSAPET00000028591.1 ENSAPEG00000019767.1
ENSAPET00000028589.1 ENSAPEG00000019768.1
ENSAPET00000028586.1 ENSAPEG00000019770.1
ENSAPET00000028579.1 ENSAPEG00000019771.1
ENSAPET00000028581.1 ENSAPEG00000019772.1
ENSAPET00000028593.1 ENSAPEG00000019773.1
ENSAPET00000028616.1 ENSAPEG00000019774.1
ENSAPET00000028625.1 ENSAPEG00000019774.1
ENSAPET00000028597.1 ENSAPEG00000019775.1
ENSAPET00000028583.1 ENSAPEG00000019776.1
ENSAPET00000028590.1 ENSAPEG00000019777.1
ENSAPET00000028610.1 ENSAPEG00000019778.1
ENSAPET00000028600.1 ENSAPEG00000019779.1
ENSAPET00000028598.1 ENSAPEG00000019780.1
ENSAPET00000028608.1 ENSAPEG00000019780.1
ENSAPET00000028601.1 ENSAPEG00000019781.1
ENSAPET00000028632.1 ENSAPEG00000019782.1
ENSAPET00000028645.1 ENSAPEG00000019782.1
ENSAPET00000028629.1 ENSAPEG00000019783.1
ENSAPET00000028630.1 ENSAPEG00000019784.1
ENSAPET00000028603.1 ENSAPEG00000019785.1
ENSAPET00000028607.1 ENSAPEG00000019786.1
ENSAPET00000028604.1 ENSAPEG00000019787.1
ENSAPET00000028618.1 ENSAPEG00000019788.1
ENSAPET00000028605.1 ENSAPEG00000019789.1
ENSAPET00000028641.1 ENSAPEG00000019790.1
ENSAPET00000028623.1 ENSAPEG00000019791.1
ENSAPET00000028654.1 ENSAPEG00000019792.1
ENSAPET00000028617.1 ENSAPEG00000019793.1
ENSAPET00000028789.1 ENSAPEG00000019794.1
ENSAPET00000028619.1 ENSAPEG00000019795.1
ENSAPET00000028622.1 ENSAPEG00000019795.1
ENSAPET00000028614.1 ENSAPEG00000019796.1
ENSAPET00000028640.1 ENSAPEG00000019797.1
ENSAPET00000028628.1 ENSAPEG00000019798.1
ENSAPET00000028651.1 ENSAPEG00000019799.1
ENSAPET00000028670.1 ENSAPEG00000019799.1
ENSAPET00000028690.1 ENSAPEG00000019801.1
ENSAPET00000028715.1 ENSAPEG00000019801.1
ENSAPET00000028620.1 ENSAPEG00000019802.1
ENSAPET00000028648.1 ENSAPEG00000019803.1
ENSAPET00000028676.1 ENSAPEG00000019804.1
ENSAPET00000028708.1 ENSAPEG00000019804.1
ENSAPET00000028621.1 ENSAPEG00000019805.1
ENSAPET00000028881.1 ENSAPEG00000019806.1
ENSAPET00000028908.1 ENSAPEG00000019806.1
ENSAPET00000028653.1 ENSAPEG00000019807.1
ENSAPET00000028627.1 ENSAPEG00000019808.1
ENSAPET00000028639.1 ENSAPEG00000019809.1
ENSAPET00000028633.1 ENSAPEG00000019810.1
ENSAPET00000028644.1 ENSAPEG00000019811.1
ENSAPET00000028631.1 ENSAPEG00000019812.1
ENSAPET00000028638.1 ENSAPEG00000019812.1
ENSAPET00000028642.1 ENSAPEG00000019813.1
ENSAPET00000028643.1 ENSAPEG00000019814.1
ENSAPET00000028677.1 ENSAPEG00000019815.1
ENSAPET00000028698.1 ENSAPEG00000019815.1
ENSAPET00000028646.1 ENSAPEG00000019816.1
ENSAPET00000028685.1 ENSAPEG00000019817.1
ENSAPET00000028732.1 ENSAPEG00000019817.1
ENSAPET00000028687.1 ENSAPEG00000019818.1
ENSAPET00000028702.1 ENSAPEG00000019818.1
ENSAPET00000028655.1 ENSAPEG00000019820.1
ENSAPET00000028659.1 ENSAPEG00000019821.1
ENSAPET00000028681.1 ENSAPEG00000019821.1
ENSAPET00000028647.1 ENSAPEG00000019822.1
ENSAPET00000028664.1 ENSAPEG00000019823.1
ENSAPET00000028678.1 ENSAPEG00000019824.1
ENSAPET00000028745.1 ENSAPEG00000019825.1
ENSAPET00000028652.1 ENSAPEG00000019826.1
ENSAPET00000028662.1 ENSAPEG00000019826.1
ENSAPET00000028674.1 ENSAPEG00000019826.1
ENSAPET00000028697.1 ENSAPEG00000019827.1
ENSAPET00000028704.1 ENSAPEG00000019827.1
ENSAPET00000028733.1 ENSAPEG00000019827.1
ENSAPET00000028669.1 ENSAPEG00000019828.1
ENSAPET00000028660.1 ENSAPEG00000019829.1
ENSAPET00000028658.1 ENSAPEG00000019830.1
ENSAPET00000028656.1 ENSAPEG00000019831.1
ENSAPET00000028663.1 ENSAPEG00000019831.1
ENSAPET00000028797.1 ENSAPEG00000019832.1
ENSAPET00000028823.1 ENSAPEG00000019832.1
ENSAPET00000028848.1 ENSAPEG00000019832.1
ENSAPET00000028693.1 ENSAPEG00000019833.1
ENSAPET00000028714.1 ENSAPEG00000019833.1
ENSAPET00000028672.1 ENSAPEG00000019834.1
ENSAPET00000028695.1 ENSAPEG00000019834.1
ENSAPET00000028667.1 ENSAPEG00000019835.1
ENSAPET00000028710.1 ENSAPEG00000019835.1
ENSAPET00000028758.1 ENSAPEG00000019835.1
ENSAPET00000029117.1 ENSAPEG00000019836.1
ENSAPET00000029140.1 ENSAPEG00000019836.1
ENSAPET00000028657.1 ENSAPEG00000019837.1
ENSAPET00000028666.1 ENSAPEG00000019837.1
ENSAPET00000028671.1 ENSAPEG00000019837.1
ENSAPET00000028713.1 ENSAPEG00000019838.1
ENSAPET00000028707.1 ENSAPEG00000019839.1
ENSAPET00000028723.1 ENSAPEG00000019839.1
ENSAPET00000028718.1 ENSAPEG00000019840.1
ENSAPET00000028761.1 ENSAPEG00000019840.1
ENSAPET00000028776.1 ENSAPEG00000019840.1
ENSAPET00000028673.1 ENSAPEG00000019841.1
ENSAPET00000028738.1 ENSAPEG00000019842.1
ENSAPET00000028744.1 ENSAPEG00000019842.1
ENSAPET00000028665.1 ENSAPEG00000019843.1
ENSAPET00000028680.1 ENSAPEG00000019844.1
ENSAPET00000028691.1 ENSAPEG00000019845.1
ENSAPET00000028683.1 ENSAPEG00000019846.1
ENSAPET00000028705.1 ENSAPEG00000019847.1
ENSAPET00000028719.1 ENSAPEG00000019847.1
ENSAPET00000028905.1 ENSAPEG00000019848.1
ENSAPET00000028688.1 ENSAPEG00000019849.1
ENSAPET00000028717.1 ENSAPEG00000019850.1
ENSAPET00000028736.1 ENSAPEG00000019850.1
ENSAPET00000028779.1 ENSAPEG00000019850.1
ENSAPET00000028686.1 ENSAPEG00000019851.1
ENSAPET00000028682.1 ENSAPEG00000019852.1
ENSAPET00000028701.1 ENSAPEG00000019852.1
ENSAPET00000028720.1 ENSAPEG00000019853.1
ENSAPET00000028855.1 ENSAPEG00000019854.1
ENSAPET00000029128.1 ENSAPEG00000019854.1
ENSAPET00000029266.1 ENSAPEG00000019854.1
ENSAPET00000029275.1 ENSAPEG00000019854.1
ENSAPET00000029357.1 ENSAPEG00000019854.1
ENSAPET00000029373.1 ENSAPEG00000019854.1
ENSAPET00000029457.1 ENSAPEG00000019854.1
ENSAPET00000029512.1 ENSAPEG00000019854.1
ENSAPET00000028684.1 ENSAPEG00000019855.1
ENSAPET00000028734.1 ENSAPEG00000019856.1
ENSAPET00000028696.1 ENSAPEG00000019857.1
ENSAPET00000028726.1 ENSAPEG00000019857.1
ENSAPET00000028790.1 ENSAPEG00000019858.1
ENSAPET00000028819.1 ENSAPEG00000019858.1
ENSAPET00000028872.1 ENSAPEG00000019858.1
ENSAPET00000028700.1 ENSAPEG00000019859.1
ENSAPET00000028694.1 ENSAPEG00000019860.1
ENSAPET00000028699.1 ENSAPEG00000019861.1
ENSAPET00000028749.1 ENSAPEG00000019862.1
ENSAPET00000028706.1 ENSAPEG00000019863.1
ENSAPET00000028807.1 ENSAPEG00000019864.1
ENSAPET00000028709.1 ENSAPEG00000019865.1
ENSAPET00000028731.1 ENSAPEG00000019865.1
ENSAPET00000028764.1 ENSAPEG00000019865.1
ENSAPET00000028728.1 ENSAPEG00000019866.1
ENSAPET00000028711.1 ENSAPEG00000019867.1
ENSAPET00000028725.1 ENSAPEG00000019868.1
ENSAPET00000028721.1 ENSAPEG00000019869.1
ENSAPET00000028722.1 ENSAPEG00000019870.1
ENSAPET00000028794.1 ENSAPEG00000019871.1
ENSAPET00000028737.1 ENSAPEG00000019873.1
ENSAPET00000028753.1 ENSAPEG00000019874.1
ENSAPET00000028765.1 ENSAPEG00000019874.1
ENSAPET00000028727.1 ENSAPEG00000019875.1
ENSAPET00000028730.1 ENSAPEG00000019876.1
ENSAPET00000028729.1 ENSAPEG00000019877.1
ENSAPET00000028750.1 ENSAPEG00000019878.1
ENSAPET00000028735.1 ENSAPEG00000019879.1
ENSAPET00000028746.1 ENSAPEG00000019879.1
ENSAPET00000028754.1 ENSAPEG00000019879.1
ENSAPET00000028770.1 ENSAPEG00000019880.1
ENSAPET00000028752.1 ENSAPEG00000019881.1
ENSAPET00000028739.1 ENSAPEG00000019882.1
ENSAPET00000028740.1 ENSAPEG00000019883.1
ENSAPET00000028742.1 ENSAPEG00000019884.1
ENSAPET00000028743.1 ENSAPEG00000019885.1
ENSAPET00000028741.1 ENSAPEG00000019886.1
ENSAPET00000028763.1 ENSAPEG00000019886.1
ENSAPET00000028786.1 ENSAPEG00000019886.1
ENSAPET00000028759.1 ENSAPEG00000019887.1
ENSAPET00000028748.1 ENSAPEG00000019888.1
ENSAPET00000028774.1 ENSAPEG00000019889.1
ENSAPET00000028784.1 ENSAPEG00000019889.1
ENSAPET00000028756.1 ENSAPEG00000019890.1
ENSAPET00000028755.1 ENSAPEG00000019891.1
ENSAPET00000028762.1 ENSAPEG00000019892.1
ENSAPET00000028757.1 ENSAPEG00000019893.1
ENSAPET00000028771.1 ENSAPEG00000019894.1
ENSAPET00000028769.1 ENSAPEG00000019895.1
ENSAPET00000028775.1 ENSAPEG00000019896.1
ENSAPET00000028781.1 ENSAPEG00000019896.1
ENSAPET00000028760.1 ENSAPEG00000019897.1
ENSAPET00000028767.1 ENSAPEG00000019897.1
ENSAPET00000028773.1 ENSAPEG00000019897.1
ENSAPET00000028832.1 ENSAPEG00000019898.1
ENSAPET00000028812.1 ENSAPEG00000019899.1
ENSAPET00000028768.1 ENSAPEG00000019900.1
ENSAPET00000028780.1 ENSAPEG00000019900.1
ENSAPET00000028766.1 ENSAPEG00000019901.1
ENSAPET00000028772.1 ENSAPEG00000019903.1
ENSAPET00000028783.1 ENSAPEG00000019903.1
ENSAPET00000028788.1 ENSAPEG00000019904.1
ENSAPET00000028801.1 ENSAPEG00000019904.1
ENSAPET00000028835.1 ENSAPEG00000019905.1
ENSAPET00000028862.1 ENSAPEG00000019905.1
ENSAPET00000028887.1 ENSAPEG00000019906.1
ENSAPET00000028935.1 ENSAPEG00000019906.1
ENSAPET00000028987.1 ENSAPEG00000019906.1
ENSAPET00000029039.1 ENSAPEG00000019906.1
ENSAPET00000029049.1 ENSAPEG00000019906.1
ENSAPET00000029062.1 ENSAPEG00000019906.1
ENSAPET00000028782.1 ENSAPEG00000019907.1
ENSAPET00000028920.1 ENSAPEG00000019908.1
ENSAPET00000028944.1 ENSAPEG00000019908.1
ENSAPET00000028785.1 ENSAPEG00000019910.1
ENSAPET00000028796.1 ENSAPEG00000019911.1
ENSAPET00000028810.1 ENSAPEG00000019912.1
ENSAPET00000028798.1 ENSAPEG00000019913.1
ENSAPET00000028806.1 ENSAPEG00000019913.1
ENSAPET00000028817.1 ENSAPEG00000019913.1
ENSAPET00000028791.1 ENSAPEG00000019914.1
ENSAPET00000028818.1 ENSAPEG00000019914.1
ENSAPET00000028824.1 ENSAPEG00000019915.1
ENSAPET00000028839.1 ENSAPEG00000019915.1
ENSAPET00000028808.1 ENSAPEG00000019917.1
ENSAPET00000028804.1 ENSAPEG00000019918.1
ENSAPET00000028834.1 ENSAPEG00000019919.1
ENSAPET00000028793.1 ENSAPEG00000019920.1
ENSAPET00000028792.1 ENSAPEG00000019921.1
ENSAPET00000028795.1 ENSAPEG00000019921.1
ENSAPET00000028803.1 ENSAPEG00000019921.1
ENSAPET00000028809.1 ENSAPEG00000019921.1
ENSAPET00000028827.1 ENSAPEG00000019921.1
ENSAPET00000028833.1 ENSAPEG00000019922.1
ENSAPET00000028813.1 ENSAPEG00000019923.1
ENSAPET00000028828.1 ENSAPEG00000019923.1
ENSAPET00000028880.1 ENSAPEG00000019924.1
ENSAPET00000028900.1 ENSAPEG00000019924.1
ENSAPET00000028940.1 ENSAPEG00000019924.1
ENSAPET00000028799.1 ENSAPEG00000019925.1
ENSAPET00000028805.1 ENSAPEG00000019926.1
ENSAPET00000028802.1 ENSAPEG00000019927.1
ENSAPET00000028853.1 ENSAPEG00000019928.1
ENSAPET00000028865.1 ENSAPEG00000019929.1
ENSAPET00000028901.1 ENSAPEG00000019929.1
ENSAPET00000028816.1 ENSAPEG00000019930.1
ENSAPET00000028814.1 ENSAPEG00000019931.1
ENSAPET00000028846.1 ENSAPEG00000019932.1
ENSAPET00000028857.1 ENSAPEG00000019932.1
ENSAPET00000028821.1 ENSAPEG00000019933.1
ENSAPET00000028875.1 ENSAPEG00000019934.1
ENSAPET00000028811.1 ENSAPEG00000019935.1
ENSAPET00000028831.1 ENSAPEG00000019936.1
ENSAPET00000028826.1 ENSAPEG00000019937.1
ENSAPET00000028842.1 ENSAPEG00000019937.1
ENSAPET00000028815.1 ENSAPEG00000019938.1
ENSAPET00000028829.1 ENSAPEG00000019939.1
ENSAPET00000028864.1 ENSAPEG00000019939.1
ENSAPET00000028820.1 ENSAPEG00000019940.1
ENSAPET00000028930.1 ENSAPEG00000019941.1
ENSAPET00000028980.1 ENSAPEG00000019941.1
ENSAPET00000029013.1 ENSAPEG00000019941.1
ENSAPET00000029054.1 ENSAPEG00000019941.1
ENSAPET00000029110.1 ENSAPEG00000019941.1
ENSAPET00000028841.1 ENSAPEG00000019942.1
ENSAPET00000028822.1 ENSAPEG00000019943.1
ENSAPET00000028847.1 ENSAPEG00000019944.1
ENSAPET00000028830.1 ENSAPEG00000019945.1
ENSAPET00000028837.1 ENSAPEG00000019946.1
ENSAPET00000028836.1 ENSAPEG00000019947.1
ENSAPET00000028840.1 ENSAPEG00000019948.1
ENSAPET00000028845.1 ENSAPEG00000019949.1
ENSAPET00000028838.1 ENSAPEG00000019950.1
ENSAPET00000028851.1 ENSAPEG00000019950.1
ENSAPET00000028863.1 ENSAPEG00000019951.1
ENSAPET00000028886.1 ENSAPEG00000019951.1
ENSAPET00000028859.1 ENSAPEG00000019952.1
ENSAPET00000028843.1 ENSAPEG00000019954.1
ENSAPET00000028982.1 ENSAPEG00000019955.1
ENSAPET00000028867.1 ENSAPEG00000019957.1
ENSAPET00000028879.1 ENSAPEG00000019958.1
ENSAPET00000028849.1 ENSAPEG00000019959.1
ENSAPET00000028850.1 ENSAPEG00000019960.1
ENSAPET00000028858.1 ENSAPEG00000019960.1
ENSAPET00000028894.1 ENSAPEG00000019961.1
ENSAPET00000028874.1 ENSAPEG00000019962.1
ENSAPET00000028884.1 ENSAPEG00000019962.1
ENSAPET00000028896.1 ENSAPEG00000019962.1
ENSAPET00000028913.1 ENSAPEG00000019962.1
ENSAPET00000028925.1 ENSAPEG00000019962.1
ENSAPET00000028856.1 ENSAPEG00000019963.1
ENSAPET00000028888.1 ENSAPEG00000019964.1
ENSAPET00000028919.1 ENSAPEG00000019964.1
ENSAPET00000028873.1 ENSAPEG00000019965.1
ENSAPET00000028899.1 ENSAPEG00000019966.1
ENSAPET00000028871.1 ENSAPEG00000019967.1
ENSAPET00000028947.1 ENSAPEG00000019968.1
ENSAPET00000028868.1 ENSAPEG00000019969.1
ENSAPET00000028860.1 ENSAPEG00000019970.1
ENSAPET00000028877.1 ENSAPEG00000019971.1
ENSAPET00000028861.1 ENSAPEG00000019972.1
ENSAPET00000028870.1 ENSAPEG00000019973.1
ENSAPET00000028866.1 ENSAPEG00000019974.1
ENSAPET00000028902.1 ENSAPEG00000019975.1
ENSAPET00000028923.1 ENSAPEG00000019975.1
ENSAPET00000028945.1 ENSAPEG00000019975.1
ENSAPET00000028878.1 ENSAPEG00000019976.1
ENSAPET00000028883.1 ENSAPEG00000019976.1
ENSAPET00000028968.1 ENSAPEG00000019977.1
ENSAPET00000028876.1 ENSAPEG00000019978.1
ENSAPET00000029009.1 ENSAPEG00000019979.1
ENSAPET00000029045.1 ENSAPEG00000019979.1
ENSAPET00000028898.1 ENSAPEG00000019980.1
ENSAPET00000028893.1 ENSAPEG00000019981.1
ENSAPET00000028906.1 ENSAPEG00000019982.1
ENSAPET00000028904.1 ENSAPEG00000019984.1
ENSAPET00000028910.1 ENSAPEG00000019984.1
ENSAPET00000028882.1 ENSAPEG00000019985.1
ENSAPET00000028885.1 ENSAPEG00000019986.1
ENSAPET00000028889.1 ENSAPEG00000019987.1
ENSAPET00000028927.1 ENSAPEG00000019988.1
ENSAPET00000028949.1 ENSAPEG00000019988.1
ENSAPET00000028924.1 ENSAPEG00000019990.1
ENSAPET00000029058.1 ENSAPEG00000019991.1
ENSAPET00000028936.1 ENSAPEG00000019992.1
ENSAPET00000028962.1 ENSAPEG00000019992.1
ENSAPET00000028890.1 ENSAPEG00000019993.1
ENSAPET00000028895.1 ENSAPEG00000019994.1
ENSAPET00000028926.1 ENSAPEG00000019994.1
ENSAPET00000028961.1 ENSAPEG00000019995.1
ENSAPET00000028981.1 ENSAPEG00000019995.1
ENSAPET00000028911.1 ENSAPEG00000019996.1
ENSAPET00000028909.1 ENSAPEG00000019997.1
ENSAPET00000028903.1 ENSAPEG00000019998.1
ENSAPET00000028958.1 ENSAPEG00000019999.1
ENSAPET00000028907.1 ENSAPEG00000020000.1
ENSAPET00000029020.1 ENSAPEG00000020001.1
ENSAPET00000029066.1 ENSAPEG00000020001.1
ENSAPET00000029085.1 ENSAPEG00000020001.1
ENSAPET00000029114.1 ENSAPEG00000020001.1
ENSAPET00000028983.1 ENSAPEG00000020002.1
ENSAPET00000028914.1 ENSAPEG00000020003.1
ENSAPET00000028915.1 ENSAPEG00000020004.1
ENSAPET00000028934.1 ENSAPEG00000020005.1
ENSAPET00000028918.1 ENSAPEG00000020006.1
ENSAPET00000028917.1 ENSAPEG00000020007.1
ENSAPET00000028916.1 ENSAPEG00000020008.1
ENSAPET00000028929.1 ENSAPEG00000020008.1
ENSAPET00000028932.1 ENSAPEG00000020009.1
ENSAPET00000028921.1 ENSAPEG00000020010.1
ENSAPET00000028928.1 ENSAPEG00000020010.1
ENSAPET00000028948.1 ENSAPEG00000020010.1
ENSAPET00000028922.1 ENSAPEG00000020011.1
ENSAPET00000028955.1 ENSAPEG00000020012.1
ENSAPET00000028941.1 ENSAPEG00000020013.1
ENSAPET00000028956.1 ENSAPEG00000020014.1
ENSAPET00000028984.1 ENSAPEG00000020015.1
ENSAPET00000029002.1 ENSAPEG00000020015.1
ENSAPET00000028933.1 ENSAPEG00000020016.1
ENSAPET00000028963.1 ENSAPEG00000020016.1
ENSAPET00000028931.1 ENSAPEG00000020017.1
ENSAPET00000028938.1 ENSAPEG00000020017.1
ENSAPET00000028942.1 ENSAPEG00000020018.1
ENSAPET00000028959.1 ENSAPEG00000020018.1
ENSAPET00000028952.1 ENSAPEG00000020019.1
ENSAPET00000028937.1 ENSAPEG00000020020.1
ENSAPET00000028973.1 ENSAPEG00000020021.1
ENSAPET00000029022.1 ENSAPEG00000020021.1
ENSAPET00000028939.1 ENSAPEG00000020022.1
ENSAPET00000028960.1 ENSAPEG00000020024.1
ENSAPET00000028954.1 ENSAPEG00000020025.1
ENSAPET00000028943.1 ENSAPEG00000020026.1
ENSAPET00000028957.1 ENSAPEG00000020026.1
ENSAPET00000028979.1 ENSAPEG00000020027.1
ENSAPET00000028950.1 ENSAPEG00000020028.1
ENSAPET00000028951.1 ENSAPEG00000020029.1
ENSAPET00000028966.1 ENSAPEG00000020029.1
ENSAPET00000029014.1 ENSAPEG00000020030.1
ENSAPET00000028976.1 ENSAPEG00000020031.1
ENSAPET00000029005.1 ENSAPEG00000020032.1
ENSAPET00000028972.1 ENSAPEG00000020033.1
ENSAPET00000028969.1 ENSAPEG00000020034.1
ENSAPET00000028992.1 ENSAPEG00000020035.1
ENSAPET00000028967.1 ENSAPEG00000020036.1
ENSAPET00000028974.1 ENSAPEG00000020037.1
ENSAPET00000028970.1 ENSAPEG00000020038.1
ENSAPET00000028971.1 ENSAPEG00000020039.1
ENSAPET00000028975.1 ENSAPEG00000020040.1
ENSAPET00000028985.1 ENSAPEG00000020041.1
ENSAPET00000029003.1 ENSAPEG00000020042.1
ENSAPET00000028977.1 ENSAPEG00000020043.1
ENSAPET00000028986.1 ENSAPEG00000020043.1
ENSAPET00000028994.1 ENSAPEG00000020044.1
ENSAPET00000029029.1 ENSAPEG00000020045.1
ENSAPET00000028988.1 ENSAPEG00000020046.1
ENSAPET00000028990.1 ENSAPEG00000020047.1
ENSAPET00000028997.1 ENSAPEG00000020047.1
ENSAPET00000029147.1 ENSAPEG00000020048.1
ENSAPET00000028991.1 ENSAPEG00000020049.1
ENSAPET00000029011.1 ENSAPEG00000020050.1
ENSAPET00000028998.1 ENSAPEG00000020051.1
ENSAPET00000029008.1 ENSAPEG00000020051.1
ENSAPET00000028993.1 ENSAPEG00000020052.1
ENSAPET00000029012.1 ENSAPEG00000020053.1
ENSAPET00000029000.1 ENSAPEG00000020054.1
ENSAPET00000029024.1 ENSAPEG00000020054.1
ENSAPET00000029079.1 ENSAPEG00000020055.1
ENSAPET00000029153.1 ENSAPEG00000020055.1
ENSAPET00000028995.1 ENSAPEG00000020056.1
ENSAPET00000028996.1 ENSAPEG00000020057.1
ENSAPET00000029004.1 ENSAPEG00000020057.1
ENSAPET00000028999.1 ENSAPEG00000020058.1
ENSAPET00000029021.1 ENSAPEG00000020059.1
ENSAPET00000029460.1 ENSAPEG00000020060.1
ENSAPET00000029571.1 ENSAPEG00000020060.1
ENSAPET00000029600.1 ENSAPEG00000020060.1
ENSAPET00000029621.1 ENSAPEG00000020060.1
ENSAPET00000029647.1 ENSAPEG00000020060.1
ENSAPET00000029658.1 ENSAPEG00000020060.1
ENSAPET00000029006.1 ENSAPEG00000020061.1
ENSAPET00000029026.1 ENSAPEG00000020062.1
ENSAPET00000029035.1 ENSAPEG00000020063.1
ENSAPET00000029048.1 ENSAPEG00000020063.1
ENSAPET00000029010.1 ENSAPEG00000020064.1
ENSAPET00000029097.1 ENSAPEG00000020065.1
ENSAPET00000029135.1 ENSAPEG00000020065.1
ENSAPET00000029025.1 ENSAPEG00000020066.1
ENSAPET00000029033.1 ENSAPEG00000020067.1
ENSAPET00000029019.1 ENSAPEG00000020068.1
ENSAPET00000029007.1 ENSAPEG00000020069.1
ENSAPET00000029102.1 ENSAPEG00000020070.1
ENSAPET00000029155.1 ENSAPEG00000020070.1
ENSAPET00000029084.1 ENSAPEG00000020071.1
ENSAPET00000029108.1 ENSAPEG00000020071.1
ENSAPET00000029133.1 ENSAPEG00000020071.1
ENSAPET00000029150.1 ENSAPEG00000020071.1
ENSAPET00000029030.1 ENSAPEG00000020072.1
ENSAPET00000029031.1 ENSAPEG00000020073.1
